county_name,county_num,dem_margin,dem_num,fips_code,rep_num,state,turnout,vap,year,state_electoral_votes
Fresno County,287062,0.0602,141341,06019,124049,CA,0.4078,703932,2016,55
Glenn County,9470,-0.2875,3065,06021,5788,CA,0.4605,20565,2016,55
Humboldt County,60014,0.2471,33200,06023,18373,CA,0.5459,109941,2016,55
Imperial County,48091,0.4151,32667,06025,12704,CA,0.3697,130076,2016,55
Inyo County,8179,-0.1336,3155,06027,4248,CA,0.5684,14389,2016,55
Kern County,244163,-0.1265,98689,06029,129584,CA,0.3864,631862,2016,55
Kings County,34310,-0.1305,13617,06031,18093,CA,0.3109,110342,2016,55
Lake County,24675,0.0364,11496,06033,10599,CA,0.4781,51609,2016,55
Lassen County,10699,-0.5,2224,06035,7574,CA,0.4155,25751,2016,55
Los Angeles County,3434308,0.4934,2464364,06037,769743,CA,0.4309,7970700,2016,55
Madera County,43507,-0.1454,17029,06039,23357,CA,0.3853,112907,2016,55
Marin County,140683,0.618,108707,06041,21771,CA,0.675,208409,2016,55
Mariposa County,8877,-0.2324,3122,06043,5185,CA,0.6083,14593,2016,55
Mendocino County,37915,0.2952,22079,06045,10888,CA,0.5512,68781,2016,55
Merced County,70115,0.1225,37317,06047,28725,CA,0.3684,190312,2016,55
Modoc County,3843,-0.4733,877,06049,2696,CA,0.5361,7168,2016,55
Mono County,5281,0.1254,2773,06051,2111,CA,0.4718,11194,2016,55
Monterey County,133408,0.4062,89088,06053,34895,CA,0.4147,321686,2016,55
Napa County,61372,0.355,39199,06055,17411,CA,0.5432,112976,2016,55
Nevada County,54935,0.0489,26053,06057,23365,CA,0.6721,81742,2016,55
Orange County,1197521,0.0859,609961,06059,507148,CA,0.4822,2483509,2016,55
Placer County,186024,-0.1163,73509,06061,95138,CA,0.631,294800,2016,55
Plumas County,9850,-0.1991,3459,06063,5420,CA,0.6505,15143,2016,55
Riverside County,751391,0.0538,373695,06065,333243,CA,0.4218,1781518,2016,55
Sacramento County,562285,0.2423,326023,06067,189789,CA,0.4852,1158968,2016,55
San Benito County,22122,0.2116,12521,06069,7841,CA,0.5058,43738,2016,55
San Bernardino County,653983,0.1064,340833,06071,271240,CA,0.4149,1576421,2016,55
San Diego County,1306400,0.1973,735476,06073,477766,CA,0.5013,2606002,2016,55
San Francisco County,408541,0.7524,345084,06075,37688,CA,0.5379,759558,2016,55
San Joaquin County,227002,0.1418,121124,06077,88936,CA,0.4233,536222,2016,55
San Luis Obispo County,137202,0.0798,67107,06079,56164,CA,0.5898,232644,2016,55
San Mateo County,314384,0.5724,237882,06081,57929,CA,0.5154,609951,2016,55
Santa Barbara County,178878,0.2839,107142,06083,56365,CA,0.5138,348159,2016,55
Santa Clara County,703709,0.5213,511684,06085,144826,CA,0.4677,1504724,2016,55
Santa Cruz County,130012,0.56,95249,06087,22438,CA,0.5832,222932,2016,55
Shasta County,81024,-0.3638,22301,06089,51778,CA,0.5747,140996,2016,55
Sierra County,1858,-0.2406,601,06091,1048,CA,0.7459,2491,2016,55
Siskiyou County,20493,-0.2004,7234,06093,11341,CA,0.5886,34815,2016,55
Solano County,168150,0.3,102360,06095,51920,CA,0.4921,341692,2016,55
Sonoma County,233303,0.4673,160435,06097,51408,CA,0.5784,403390,2016,55
Stanislaus County,174406,0.0181,81647,06099,78494,CA,0.438,398146,2016,55
Sutter County,33824,-0.1508,13076,06101,18176,CA,0.4687,72162,2016,55
Tehama County,23908,-0.3633,6809,06103,15494,CA,0.493,48493,2016,55
Trinity County,5784,-0.1034,2214,06105,2812,CA,0.5358,10796,2016,55
Tulare County,114102,-0.0939,47585,06107,58299,CA,0.3582,318584,2016,55
Tuolumne County,25892,-0.2096,9123,06109,14551,CA,0.5794,44684,2016,55
Ventura County,356107,0.1743,194402,06111,132323,CA,0.5444,654163,2016,55
Yolo County,82090,0.4143,54752,06113,20739,CA,0.481,170681,2016,55
Yuba County,22749,-0.2312,7910,06115,13170,CA,0.4183,54382,2016,55
Adams County,193665,0.0851,96558,08001,80082,CO,0.5307,364892,2016,9
Alamosa County,6939,0.0206,3189,08003,3046,CO,0.5519,12573,2016,9
Arapahoe County,303046,0.1413,159885,08005,117053,CO,0.6205,488424,2016,9
Archuleta County,7339,-0.2404,2500,08007,4264,CO,0.7167,10240,2016,9
Baca County,2153,-0.6828,283,08009,1753,CO,0.7565,2846,2016,9
Bent County,1927,-0.3103,590,08011,1188,CO,0.3862,4990,2016,9
Boulder County,188142,0.4833,132334,08013,41396,CO,0.7205,261139,2016,9
Broomfield County,37689,0.1423,19731,08014,14367,CO,0.7206,52301,2016,9
Chaffee County,11250,-0.0447,4888,08015,5391,CO,0.7,16071,2016,9
Cheyenne County,1102,-0.7196,132,08017,925,CO,0.8286,1330,2016,9
Clear Creek County,5866,0.0263,2729,08019,2575,CO,0.7403,7924,2016,9
Conejos County,4022,-0.0356,1771,08021,1914,CO,0.6839,5881,2016,9
Costilla County,1848,0.2906,1125,08023,588,CO,0.6305,2931,2016,9
Crowley County,1527,-0.4846,339,08025,1079,CO,0.3147,4852,2016,9
Custer County,3066,-0.4123,797,08027,2061,CO,0.7882,3890,2016,9
Delta County,16790,-0.4507,4087,08029,11655,CO,0.7025,23899,2016,9
Denver County,331852,0.548,244551,08031,62690,CO,0.5942,558491,2016,9
Dolores County,1255,-0.5594,242,08033,944,CO,0.7948,1579,2016,9
Douglas County,187499,-0.1809,68657,08035,102573,CO,0.7823,239666,2016,9
Eagle County,25223,0.2026,14099,08037,8990,CO,0.6005,42006,2016,9
Elbert County,15978,-0.5364,3134,08039,11705,CO,0.802,19922,2016,9
El Paso County,318967,-0.2233,108010,08041,179228,CO,0.6157,518034,2016,9
Fremont County,21973,-0.4471,5297,08043,15122,CO,0.5558,39535,2016,9
Garfield County,26470,-0.0703,11271,08045,13132,CO,0.604,43822,2016,9
Gilpin County,3576,0.019,1634,08047,1566,CO,0.7234,4943,2016,9
Grand County,8588,-0.1323,3358,08049,4494,CO,0.7063,12160,2016,9
Gunnison County,9412,0.1954,5128,08051,3289,CO,0.6912,13617,2016,9
Hinsdale County,589,-0.2411,197,08053,339,CO,0.9608,613,2016,9
Huerfano County,3783,-0.0661,1633,08055,1883,CO,0.6843,5528,2016,9
Jackson County,861,-0.5319,171,08057,629,CO,0.787,1094,2016,9
Jefferson County,328882,0.0687,160776,08059,138177,CO,0.7217,455713,2016,9
Kiowa County,855,-0.745,91,08061,728,CO,0.7607,1124,2016,9
Kit Carson County,3702,-0.6567,536,08063,2967,CO,0.6307,5870,2016,9
Lake County,3199,0.1082,1616,08065,1270,CO,0.5351,5978,2016,9
La Plata County,31150,0.0943,15525,08067,12587,CO,0.6934,44925,2016,9
Larimer County,195980,0.0494,93113,08069,83430,CO,0.7163,273582,2016,9
Las Animas County,6793,-0.156,2650,08071,3710,CO,0.5961,11395,2016,9
Lincoln County,2436,-0.6088,409,08073,1892,CO,0.5372,4535,2016,9
Logan County,9722,-0.5586,1851,08075,7282,CO,0.5421,17933,2016,9
Mesa County,77653,-0.3612,21729,08077,49779,CO,0.6687,116129,2016,9
Moffat County,6525,-0.6791,874,08081,5305,CO,0.6747,9671,2016,9
Montezuma County,12858,-0.3018,3973,08083,7853,CO,0.624,20606,2016,9
Montrose County,21186,-0.4208,5466,08085,14382,CO,0.6611,32047,2016,9
Morgan County,11960,-0.4176,3151,08087,8145,CO,0.5685,21039,2016,9
Otero County,8452,-0.2349,2943,08089,4928,CO,0.6048,13975,2016,9
Ouray County,3310,0.1045,1697,08091,1351,CO,0.8401,3940,2016,9
Park County,10417,-0.2605,3421,08093,6135,CO,0.7448,13986,2016,9
Phillips County,2332,-0.581,436,08095,1791,CO,0.7067,3300,2016,9
Pitkin County,10523,0.4545,7333,08097,2550,CO,0.6889,15276,2016,9
Prowers County,5016,-0.4675,1186,08099,3531,CO,0.5699,8802,2016,9
Pueblo County,78646,-0.005,35875,08101,36265,CO,0.6177,127311,2016,9
Rio Blanco County,3450,-0.6826,436,08103,2791,CO,0.6936,4974,2016,9
Rio Grande County,5534,-0.1959,2001,08105,3085,CO,0.6277,8816,2016,9
Routt County,13986,0.1695,7600,08107,5230,CO,0.7061,19808,2016,9
Saguache County,2835,0.0952,1417,08109,1147,CO,0.5803,4885,2016,9
San Juan County,506,0.0988,265,08111,215,CO,0.8562,591,2016,9
San Miguel County,4329,0.4486,2975,08113,1033,CO,0.6587,6572,2016,9
Sedgwick County,1364,-0.5484,267,08115,1015,CO,0.6995,1950,2016,9
Summit County,16174,0.2756,9557,08117,5100,CO,0.6164,26240,2016,9
Teller County,14444,-0.4252,3603,08119,9745,CO,0.7537,19164,2016,9
Washington County,2733,-0.7329,296,08121,2299,CO,0.7121,3838,2016,9
Weld County,135428,-0.2225,46519,08123,76651,CO,0.628,215665,2016,9
Yuma County,4791,-0.6521,726,08125,3850,CO,0.6459,7417,2016,9
Fairfield County,420939,0.199,243852,09001,160077,CT,0.5754,731605,2016,7
Hartford County,406864,0.2267,240403,09003,148173,CT,0.5776,704363,2016,7
Litchfield County,97442,-0.1362,39775,09005,53051,CT,0.6577,148159,2016,7
Middlesex County,88624,0.0527,43537,09007,38867,CT,0.665,133263,2016,7
New Haven County,379006,0.1229,205609,09009,159048,CT,0.5562,681384,2016,7
New London County,123528,0.0665,62278,09011,54058,CT,0.5687,217230,2016,7
Tolland County,67424,0.064,38506,09013,34194,CT,0.5403,124786,2016,7
Windham County,50823,-0.0778,21792,09015,25747,CT,0.5468,92954,2016,7
Kent County,74260,-0.049,33351,10001,36991,DE,0.5504,134931,2016,3
New Castle County,261507,0.296,162919,10003,85525,DE,0.597,438027,2016,3
Sussex County,105823,-0.22,39333,10005,62611,DE,0.5946,177983,2016,3
District of Columbia County,311511,0.8671,282830,11001,12723,DC,0.5525,563805,2016,3
Alachua County,128571,0.2254,75820,12001,46834,FL,0.5952,216026,2016,29
Baker County,12634,-0.6476,2112,12003,10294,FL,0.6039,20919,2016,29
Bay County,87453,-0.4619,21797,12005,62194,FL,0.6044,144702,2016,29
Bradford County,12098,-0.495,2924,12007,8913,FL,0.5565,21739,2016,29
Brevard County,314752,-0.1975,119679,12009,181848,FL,0.6662,472473,2016,29
Broward County,831951,0.3514,553320,12011,260951,FL,0.5507,1510763,2016,29
Calhoun County,6081,-0.5614,1241,12013,4655,FL,0.5339,11390,2016,29
Charlotte County,96374,-0.2778,33445,12015,60218,FL,0.6195,155569,2016,29
Citrus County,79700,-0.3973,22789,12017,54456,FL,0.6543,121807,2016,29
Clay County,106483,-0.4427,27822,12019,74963,FL,0.6705,158823,2016,29
Collier County,170789,-0.2596,61085,12021,105423,FL,0.5653,302133,2016,29
Columbia County,28707,-0.4447,7601,12023,20368,FL,0.5333,53825,2016,29
DeSoto County,10818,-0.277,3781,12027,6778,FL,0.3784,28590,2016,29
Dixie County,7202,-0.632,1270,12029,5822,FL,0.5377,13394,2016,29
Duval County,432695,-0.0138,205704,12031,211672,FL,0.6026,718023,2016,29
Escambia County,152469,-0.2056,57461,12033,88808,FL,0.6153,247814,2016,29
Flagler County,57503,-0.2056,22026,12035,33850,FL,0.6434,89367,2016,29
Franklin County,6015,-0.3958,1744,12037,4125,FL,0.6064,9919,2016,29
Gadsden County,22113,0.375,15020,12039,6728,FL,0.6174,35816,2016,29
Gilchrist County,8420,-0.6273,1458,12041,6740,FL,0.6142,13708,2016,29
Glades County,4353,-0.3963,1271,12043,2996,FL,0.3726,11683,2016,29
Gulf County,7293,-0.4949,1720,12045,5329,FL,0.5485,13296,2016,29
Hamilton County,5460,-0.2819,1904,12047,3443,FL,0.4645,11755,2016,29
Hardee County,7583,-0.4079,2149,12049,5242,FL,0.3751,20217,2016,29
Hendry County,11115,-0.1422,4615,12051,6195,FL,0.3849,28876,2016,29
Hernando County,93796,-0.2897,31795,12053,58970,FL,0.6345,147836,2016,29
Highlands County,45686,-0.3202,14937,12055,29565,FL,0.5479,83384,2016,29
Hillsborough County,597660,0.0686,307896,12057,266870,FL,0.5617,1063998,2016,29
Holmes County,8514,-0.7787,853,12059,7483,FL,0.5565,15300,2016,29
Indian River County,80009,-0.2447,29043,12061,48620,FL,0.6364,125720,2016,29
Jackson County,21041,-0.3736,6397,12063,14257,FL,0.535,39329,2016,29
Jefferson County,7645,-0.0509,3541,12065,3930,FL,0.6581,11616,2016,29
Lafayette County,3392,-0.6754,518,12067,2809,FL,0.4998,6787,2016,29
Lake County,170462,-0.2308,62838,12069,102188,FL,0.6313,270009,2016,29
Lee County,326420,-0.2042,124908,12071,191551,FL,0.5499,593628,2016,29
Leon County,152132,0.2514,92068,12073,53821,FL,0.6503,233951,2016,29
Levy County,19395,-0.4472,5101,12075,13775,FL,0.6005,32297,2016,29
Liberty County,3296,-0.574,651,12077,2543,FL,0.4935,6679,2016,29
Madison County,8505,-0.1558,3526,12079,4851,FL,0.5764,14755,2016,29
Manatee County,178958,-0.1717,71224,12081,101944,FL,0.588,304352,2016,29
Marion County,174700,-0.2621,62041,12083,107833,FL,0.6174,282973,2016,29
Martin County,85792,-0.2683,30185,12085,53204,FL,0.6473,132534,2016,29
Miami-Dade County,980204,0.296,624146,12086,333999,FL,0.4532,2162983,2016,29
Monroe County,42478,-0.069,18971,12087,21904,FL,0.6414,66223,2016,29
Nassau County,46607,-0.502,10869,12089,34266,FL,0.7245,64326,2016,29
Okaloosa County,100855,-0.4771,23780,12091,71893,FL,0.6412,157288,2016,29
Okeechobee County,13653,-0.3953,3959,12093,9356,FL,0.4407,30980,2016,29
Orange County,546275,0.2465,329894,12095,195216,FL,0.5331,1024653,2016,29
Osceola County,140206,0.2508,85458,12097,50301,FL,0.5536,253277,2016,29
Palm Beach County,662332,0.1544,374673,12099,272402,FL,0.5674,1167244,2016,29
Pasco County,241139,-0.2155,90142,12101,142101,FL,0.5934,406339,2016,29
Pinellas County,492403,-0.0112,233701,12103,239201,FL,0.614,801960,2016,29
Polk County,284314,-0.1407,117433,12105,157430,FL,0.5525,514620,2016,29
Putnam County,33117,-0.3637,10094,12107,22138,FL,0.586,56517,2016,29
St. Johns County,136514,-0.3339,43099,12109,88684,FL,0.7418,184029,2016,29
St. Lucie County,140847,-0.0242,66881,12111,70289,FL,0.5758,244622,2016,29
Santa Rosa County,87745,-0.5342,18464,12113,65339,FL,0.6586,133234,2016,29
Sarasota County,229063,-0.116,97870,12115,124438,FL,0.6469,354084,2016,29
Seminole County,224896,-0.0157,105914,12117,109443,FL,0.6253,359668,2016,29
Sumter County,76665,-0.3925,22638,12119,52730,FL,0.6641,115450,2016,29
Suwannee County,18694,-0.5522,3964,12121,14287,FL,0.5424,34463,2016,29
Taylor County,9290,-0.5143,2152,12123,6930,FL,0.5129,18112,2016,29
Union County,5694,-0.6242,1014,12125,4568,FL,0.4623,12317,2016,29
Volusia County,260869,-0.13,109091,12127,143007,FL,0.6008,434192,2016,29
Wakulla County,15351,-0.4015,4348,12129,10512,FL,0.6137,25015,2016,29
Walton County,33637,-0.5613,6876,12131,25756,FL,0.6431,52301,2016,29
Washington County,11156,-0.5713,2264,12133,8637,FL,0.5598,19928,2016,29
Appling County,7005,-0.5796,1434,13001,5494,GA,0.5033,13917,2016,16
Atkinson County,2610,-0.4525,697,13003,1878,GA,0.4243,6152,2016,16
Bacon County,4019,-0.6857,608,13005,3364,GA,0.4767,8431,2016,16
Baker County,1440,-0.0868,650,13007,775,GA,0.5828,2471,2016,16
Baldwin County,16086,0.017,7970,13009,7697,GA,0.4422,36379,2016,16
Banks County,6950,-0.7842,684,13011,6134,GA,0.4813,14439,2016,16
Barrow County,28831,-0.5039,6580,13013,21108,GA,0.5065,56927,2016,16
Bartow County,39306,-0.5521,8212,13015,29911,GA,0.5032,78117,2016,16
Ben Hill County,5931,-0.2762,2101,13017,3739,GA,0.4648,12759,2016,16
Berrien County,6584,-0.6645,1047,13019,5422,GA,0.4601,14310,2016,16
Bibb County,62277,0.2046,36787,13021,24043,GA,0.5393,115484,2016,16
Bleckley County,4943,-0.5296,1101,13023,3719,GA,0.5462,9049,2016,16
Brantley County,6292,-0.7864,619,13025,5567,GA,0.4483,14034,2016,16
Brooks County,6318,-0.1857,2528,13027,3701,GA,0.5093,12405,2016,16
Bryan County,15085,-0.4319,4014,13029,10529,GA,0.5856,25759,2016,16
Bulloch County,25248,-0.2311,9261,13031,15097,GA,0.4338,58202,2016,16
Burke County,9351,0.0257,4731,13033,4491,GA,0.5522,16934,2016,16
Butts County,9477,-0.438,2566,13035,6717,GA,0.5004,18938,2016,16
Calhoun County,2025,0.1723,1179,13037,830,GA,0.3785,5350,2016,16
Camden County,18869,-0.3381,5930,13039,12310,GA,0.475,39728,2016,16
Candler County,3763,-0.4353,1026,13043,2664,GA,0.4663,8070,2016,16
Carroll County,43839,-0.4007,12464,13045,30029,GA,0.5023,87282,2016,16
Catoosa County,26528,-0.6071,4771,13047,20876,GA,0.5211,50911,2016,16
Charlton County,4009,-0.4857,1004,13049,2951,GA,0.3776,10617,2016,16
Chatham County,111481,0.1489,62290,13051,45688,GA,0.4909,227073,2016,16
Chattahoochee County,1390,-0.1129,594,13053,751,GA,0.1599,8692,2016,16
Chattooga County,8252,-0.5876,1613,13055,6462,GA,0.4285,19258,2016,16
Cherokee County,110895,-0.4997,25231,13057,80649,GA,0.6158,180089,2016,16
Clarke County,44339,0.3808,29603,13059,12717,GA,0.4216,105159,2016,16
Clay County,1271,0.1031,697,13061,566,GA,0.505,2517,2016,16
Clayton County,92512,0.7088,78220,13063,12645,GA,0.4588,201656,2016,16
Clinch County,2447,-0.4254,686,13065,1727,GA,0.4759,5142,2016,16
Cobb County,327499,0.022,160121,13067,152912,GA,0.5767,567903,2016,16
Coffee County,13915,-0.3948,4094,13069,9588,GA,0.4265,32624,2016,16
Colquitt County,13601,-0.4731,3463,13071,9898,GA,0.4079,33340,2016,16
Columbia County,64242,-0.3767,18887,13073,43085,GA,0.5807,110636,2016,16
Cook County,6041,-0.4011,1753,13075,4176,GA,0.4855,12444,2016,16
Coweta County,61351,-0.423,16583,13077,42533,GA,0.5796,105857,2016,16
Crawford County,5162,-0.4289,1421,13079,3635,GA,0.5282,9772,2016,16
Crisp County,7512,-0.2279,2837,13081,4549,GA,0.4373,17180,2016,16
Dade County,6242,-0.6546,965,13083,5051,GA,0.4769,13090,2016,16
Dawson County,11704,-0.7221,1448,13085,9900,GA,0.6218,18822,2016,16
Decatur County,10270,-0.1846,4124,13087,6020,GA,0.499,20582,2016,16
DeKalb County,312504,0.6397,251370,13089,51468,GA,0.5486,569676,2016,16
Dodge County,6998,-0.4547,1839,13091,5021,GA,0.4239,16508,2016,16
Dooly County,3859,-0.0205,1872,13093,1951,GA,0.3437,11228,2016,16
Dougherty County,34018,0.3845,23311,13095,10232,GA,0.5009,67917,2016,16
Douglas County,57416,0.1078,31005,13097,24817,GA,0.5463,105092,2016,16
Early County,4785,-0.0803,2168,13099,2552,GA,0.5972,8013,2016,16
Echols County,1176,-0.7236,156,13101,1007,GA,0.4066,2892,2016,16
Effingham County,23406,-0.5563,4853,13103,17874,GA,0.5405,43308,2016,16
Elbert County,7970,-0.3454,2539,13105,5292,GA,0.5293,15058,2016,16
Emanuel County,7845,-0.3697,2435,13107,5335,GA,0.46,17053,2016,16
Evans County,3602,-0.3537,1130,13109,2404,GA,0.4588,7851,2016,16
Fannin County,11777,-0.6546,1923,13111,9632,GA,0.5733,20544,2016,16
Fayette County,60435,-0.1947,23284,13113,35048,GA,0.703,85962,2016,16
Floyd County,34357,-0.4353,9159,13115,24114,GA,0.4622,74340,2016,16
Forsyth County,97404,-0.4763,23462,13117,69851,GA,0.6126,158997,2016,16
Franklin County,8474,-0.6857,1243,13119,7054,GA,0.4854,17457,2016,16
Fulton County,430599,0.4163,297051,13121,117783,GA,0.5436,792136,2016,16
Gilmer County,12735,-0.6684,1965,13123,10477,GA,0.5333,23880,2016,16
Glascock County,1390,-0.7892,138,13125,1235,GA,0.585,2376,2016,16
Glynn County,34112,-0.2854,11775,13127,21512,GA,0.5199,65614,2016,16
Gordon County,18879,-0.6362,3181,13129,15191,GA,0.4381,43094,2016,16
Grady County,9201,-0.3304,3013,13131,6053,GA,0.4891,18814,2016,16
Greene County,8840,-0.2592,3199,13133,5490,GA,0.6433,13742,2016,16
Gwinnett County,325636,0.0589,166153,13135,146989,GA,0.4907,663639,2016,16
Habersham County,16134,-0.6636,2483,13137,13190,GA,0.4696,34359,2016,16
Hall County,70220,-0.5063,16180,13139,51733,GA,0.4805,146132,2016,16
Hancock County,3580,0.519,2701,13141,843,GA,0.4943,7243,2016,16
Haralson County,11324,-0.7162,1475,13143,9585,GA,0.5101,22201,2016,16
Harris County,16401,-0.4786,4086,13145,11936,GA,0.6164,26606,2016,16
Hart County,10080,-0.4664,2585,13147,7286,GA,0.4966,20299,2016,16
Heard County,4206,-0.6246,743,13149,3370,GA,0.4766,8825,2016,16
Henry County,98286,0.0441,50057,13151,45724,GA,0.6011,163517,2016,16
Houston County,59744,-0.2155,22553,13153,35430,GA,0.5318,112340,2016,16
Irwin County,3665,-0.498,891,13155,2716,GA,0.5074,7223,2016,16
Jackson County,27109,-0.6379,4491,13157,21784,GA,0.5615,48278,2016,16
Jasper County,6023,-0.4675,1544,13159,4360,GA,0.5736,10500,2016,16
Jeff Davis County,5091,-0.6291,901,13161,4104,GA,0.4681,10877,2016,16
Jefferson County,6954,0.109,3821,13163,3063,GA,0.5664,12277,2016,16
Jenkins County,3052,-0.2529,1123,13165,1895,GA,0.4376,6974,2016,16
Johnson County,3682,-0.3756,1136,13167,2519,GA,0.4678,7871,2016,16
Jones County,12526,-0.3468,3961,13169,8305,GA,0.5778,21680,2016,16
Lamar County,7586,-0.3849,2270,13171,5190,GA,0.5252,14444,2016,16
Lanier County,2863,-0.4115,806,13173,1984,GA,0.3639,7867,2016,16
Laurens County,19476,-0.2906,6752,13175,12411,GA,0.541,36003,2016,16
Lee County,14115,-0.5296,3170,13177,10646,GA,0.6599,21391,2016,16
Liberty County,16117,0.2123,9556,13179,6134,GA,0.3715,43382,2016,16
Lincoln County,4102,-0.3623,1273,13181,2759,GA,0.6552,6261,2016,16
Long County,4117,-0.3075,1360,13183,2626,GA,0.3108,13245,2016,16
Lowndes County,37628,-0.1746,15064,13185,21635,GA,0.4471,84162,2016,16
Lumpkin County,12334,-0.5999,2220,13187,9619,GA,0.4751,25961,2016,16
McDuffie County,9268,-0.187,3699,13189,5432,GA,0.5789,16011,2016,16
McIntosh County,5903,-0.2006,2303,13191,3487,GA,0.518,11396,2016,16
Macon County,4287,0.2718,2705,13193,1540,GA,0.3949,10856,2016,16
Madison County,11954,-0.5668,2425,13195,9201,GA,0.5449,21936,2016,16
Marion County,3183,-0.2224,1213,13197,1921,GA,0.4598,6923,2016,16
Meriwether County,9191,-0.1543,3804,13199,5222,GA,0.5564,16520,2016,16
Miller County,2544,-0.4984,623,13201,1891,GA,0.5655,4499,2016,16
Mitchell County,7865,-0.0999,3493,13205,4279,GA,0.4588,17142,2016,16
Monroe County,12687,-0.4147,3571,13207,8832,GA,0.5846,21703,2016,16
Montgomery County,3562,-0.5118,847,13209,2670,GA,0.4983,7149,2016,16
Morgan County,9440,-0.4127,2663,13211,6559,GA,0.6712,14064,2016,16
Murray County,12424,-0.6875,1800,13213,10341,GA,0.4183,29701,2016,16
Muscogee County,68658,0.1875,39851,13215,26976,GA,0.4531,151546,2016,16
Newton County,43803,0.0235,21943,13217,20913,GA,0.5574,78581,2016,16
Oconee County,19931,-0.3936,5581,13219,13425,GA,0.7359,27083,2016,16
Oglethorpe County,6655,-0.4198,1831,13221,4625,GA,0.563,11821,2016,16
Paulding County,64641,-0.4121,18025,13223,44662,GA,0.5686,113685,2016,16
Peach County,10724,-0.0292,5100,13225,5413,GA,0.5217,20554,2016,16
Pickens County,13984,-0.6916,1979,13227,11651,GA,0.5728,24414,2016,16
Pierce County,7298,-0.7398,903,13229,6302,GA,0.5088,14344,2016,16
Pike County,8681,-0.6955,1240,13231,7278,GA,0.6298,13783,2016,16
Polk County,14170,-0.5749,2867,13233,11014,GA,0.4552,31128,2016,16
Pulaski County,3599,-0.3704,1104,13235,2437,GA,0.3903,9221,2016,16
Putnam County,9472,-0.3997,2758,13237,6544,GA,0.5533,17119,2016,16
Quitman County,1044,-0.1092,461,13239,575,GA,0.5455,1914,2016,16
Rabun County,7950,-0.6092,1444,13241,6287,GA,0.5922,13424,2016,16
Randolph County,2897,0.1129,1598,13243,1271,GA,0.5195,5577,2016,16
Richmond County,75086,0.3243,48814,13245,24461,GA,0.4846,154942,2016,16
Rockdale County,37656,0.2596,23255,13247,13478,GA,0.5607,67164,2016,16
Schley County,1909,-0.561,401,13249,1472,GA,0.5013,3808,2016,16
Screven County,5699,-0.1763,2300,13251,3305,GA,0.5094,11188,2016,16
Seminole County,3582,-0.3227,1189,13253,2345,GA,0.5272,6794,2016,16
Spalding County,25600,-0.2457,9357,13255,15646,GA,0.5243,48831,2016,16
Stephens County,9766,-0.5989,1837,13257,7686,GA,0.4893,19958,2016,16
Stewart County,2055,0.2029,1222,13259,805,GA,0.3991,5149,2016,16
Sumter County,10974,0.0222,5520,13261,5276,GA,0.4725,23226,2016,16
Talbot County,3244,0.2485,2002,13263,1196,GA,0.633,5125,2016,16
Taliaferro County,897,0.2185,545,13265,349,GA,0.679,1321,2016,16
Tattnall County,6886,-0.4959,1681,13267,5096,GA,0.3443,20002,2016,16
Taylor County,3405,-0.2256,1296,13269,2064,GA,0.5191,6559,2016,16
Telfair County,3795,-0.2996,1313,13271,2450,GA,0.2822,13448,2016,16
Terrell County,4181,0.094,2267,13273,1874,GA,0.5995,6974,2016,16
Thomas County,18738,-0.2181,7142,13275,11228,GA,0.5468,34269,2016,16
Tift County,14175,-0.3695,4347,13277,9584,GA,0.4598,30829,2016,16
Toombs County,9111,-0.4694,2338,13279,6615,GA,0.4575,19916,2016,16
Towns County,6739,-0.6192,1210,13281,5383,GA,0.6889,9782,2016,16
Treutlen County,2703,-0.3504,862,13283,1809,GA,0.5245,5153,2016,16
Troup County,26024,-0.232,9713,13285,15750,GA,0.4955,52522,2016,16
Turner County,3394,-0.2501,1246,13287,2095,GA,0.5578,6085,2016,16
Twiggs County,4056,-0.0158,1971,13289,2035,GA,0.5929,6841,2016,16
Union County,12044,-0.655,1963,13291,9852,GA,0.6301,19113,2016,16
Upson County,10934,-0.3491,3475,13293,7292,GA,0.5294,20655,2016,16
Walker County,23956,-0.6151,4215,13295,18950,GA,0.4523,52968,2016,16
Walton County,40472,-0.5642,8292,13297,31125,GA,0.6068,66695,2016,16
Ware County,12159,-0.4172,3440,13299,8513,GA,0.4543,26762,2016,16
Warren County,2333,0.1384,1314,13301,991,GA,0.5459,4274,2016,16
Washington County,8447,0.006,4200,13303,4149,GA,0.5132,16459,2016,16
Wayne County,10386,-0.5885,2041,13305,8153,GA,0.4827,21515,2016,16
Webster County,1116,-0.1407,473,13307,630,GA,0.5307,2103,2016,16
Wheeler County,2102,-0.3687,646,13309,1421,GA,0.3224,6520,2016,16
White County,11783,-0.6863,1674,13311,9761,GA,0.5189,22707,2016,16
Whitfield County,30398,-0.4474,7937,13313,21537,GA,0.3943,77101,2016,16
Wilcox County,2973,-0.4184,852,13315,2096,GA,0.4159,7149,2016,16
Wilkes County,4477,-0.1617,1848,13317,2572,GA,0.5814,7700,2016,16
Wilkinson County,4278,-0.1026,1894,13319,2333,GA,0.6191,6910,2016,16
Worth County,8280,-0.499,2020,13321,6152,GA,0.5266,15723,2016,16
Hawaii County,64867,0.3663,41259,15001,17501,HI,0.4175,155377,2016,4
Honolulu County,285790,0.2987,175696,15003,90326,HI,0.3619,789611,2016,4
Kauai County,26335,0.3373,16456,15007,7574,HI,0.466,56511,2016,4
